"CONTROL","TOTROOMS","PERPOVLVL","NOISE","DISHWASH","SOLAR","GARAGE","DINING","LAUNDY","NOSTEP","CONDO","RATINGHS","RATINGNH","NHQPCRIME","NHQPUBTRN","NHQRISK","NHQSCHOOL","NHQSCRIME","NOWIRE","TENURE","CELLPHONE","LANDLINE","PLUGS","SOGIRESP","PORCH","LEAKO","LEAKI","NOTOIL","PAINTPEEL","NEARABAND","NEARBARCL","NEARTRASH","INTLANG","OMB13CBSA","HHSEX","HHMAR","HHSPAN","HHCITSHP","MILHH","HHMOVE","HHRACE","HHGRAD","HHNATVTY","PARTNER","SAMESEXHH","HSHLDTYPE","NUMELDERS","NUMADULTS","NUMNONREL","HHYNGKIDS","HHOLDKIDS","NUMVETS","NUMYNGKIDS","NUMOLDKIDS","NUMSUBFAM","NUMSECFAM","NUMPEOPLE","HHADLTKIDS","GRANDHH","MULTIGEN","SAMEHHLD","HHFNTVTY","HHMNTVTY","HHPRNTHOME","HHGEN","HHSOGILGBT","HHSOGISO","HHSOGIG","UFINROOMS","STORIES","LOTSIZE","FINROOMS","YRBUILT","HOA","FOUNDTYPE","UNITFLOORS","UNITSIZE","BEDROOMS","KITCHENS","MONOXIDE","SMOKALRM","SPRNKSYSTM","WATSOURCE","FRIDGE","KITCHSINK","WASHER","COOKTYPE","COOKFUEL","DRYER","SEWTYPE","BATHROOMS","HOTWATER","HEATFUEL","FIREPLACE","ACPRIMARY","ACSECNDRY","HEATTYPE","SUPP1HEAT","SUPP2HEAT","HOT","COLD","NOWAT","WALLCRACK","FLOORHOLE","FNDCRUMB","ROOFSHIN","ROOFHOLE","ROOFSAG","WALLSIDE","WALLSLOPE","WINBOARD","WINBROKE","WINBARS","MOLDKITCH","MOLDBATH","MOLDBEDRM","MOLDBASEM","MOLDLROOM","MOLDOTHER","RODENT","ROACH","SEWBREAK","FUSEBLOW","ELECAMT","GASAMT","OILAMT","OTHERAMT","TRASHAMT","WATERAMT","UTILAMT","HHSEE","HHMEMRY","HHCARE","HHERRND","HHLDASTHMA","NUMASTHMAST","HHLDASTHMAER","ADEQUACY","POVLVLINC","UPKEEP","INSURAMT","HINCP","FINCP","TOTHCAMT","Class"
21000319,5,139,2,1,2,1,0,0,1,2,10,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,35380,2,4,2,1,6,1995,1,40,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,1,3,1,1990,1,4,1,5,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,4,1,12,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,230,40,0,0,30,40,340,2,2,2,2,2,1,2,1,14373,1,164,20000,20000,566,"No"
21000323,5,60,1,1,2,1,1,0,2,2,9,10,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,35380,1,1,2,5,6,2022,1,47,138,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,3,138,138,2,1,2,1,1,0,1,3,1,1930,2,3,1,6,2,1,2,1,2,1,1,1,1,1,2,1,1,3,2,1,4,1,12,3,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,140,70,0,0,30,2,240,2,2,2,2,2,1,2,1,20068,1,48,12000,12000,1088,"No"
21000326,9,501,2,1,2,1,1,1,1,2,10,10,2,2,2,1,2,1,1,6,1,1,1,1,2,2,2,2,3,3,3,1,35380,2,1,2,1,6,2021,1,45,57,0,2,1,2,6,0,0,0,0,0,0,1,0,6,0,2,3,3,57,163,2,2,3,6,7,0,2,3,3,1980,1,4,2,8,4,1,1,1,2,1,1,1,1,1,2,2,1,5,2,2,2,1,1,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,290,110,0,0,50,2,450,1,2,1,1,1,3,2,1,42987,1,197,326810,326810,3046,"Yes"
21000330,8,501,2,1,2,1,1,0,1,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,35380,2,1,2,1,6,2019,1,44,57,0,2,1,0,2,0,0,3,0,0,3,0,0,5,0,2,2,3,57,57,1,3,2,1,3,0,1,5,1,1980,1,4,1,8,5,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,1,1,12,1,14,14,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,220,100,0,0,20,110,450,2,2,2,2,2,1,2,1,35765,1,450,196000,196000,2637,"No"
21000334,5,NA,2,1,2,2,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,35380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3,1,1980,2,4,1,5,3,1,1,NA,NA,1,1,1,1,1,2,1,2,3,2,2,4,1,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21000388,7,146,1,2,2,1,0,1,1,2,10,10,1,1,2,2,1,1,3,2,2,2,1,1,2,2,2,2,3,2,2,2,19740,2,4,1,5,6,2003,1,35,303,0,2,3,0,2,0,0,1,0,0,1,0,0,3,1,2,2,2,303,303,1,1,2,1,3,0,3,3,1,1950,2,3,3,4,5,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,4,12,12,1,7,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,50,50,0,0,40,90,230,2,2,2,2,2,1,2,1,24063,1,0,35100,35100,230,"No"
21000393,5,320,1,1,2,1,1,0,1,2,8,7,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,2016,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,1,3,2,1,3,0,2,2,2,1919,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,4,5,12,1,14,14,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,60,0,0,70,100,320,2,2,2,2,2,1,2,1,15632,1,138,50000,50000,2417,"No"
21000395,3,359,2,1,2,2,0,0,1,1,7,7,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,3,2,4,6,2021,4,43,217,0,2,3,1,2,0,0,0,0,0,0,0,0,2,0,1,2,4,217,217,2,1,2,1,3,0,3,NA,1,1990,1,NA,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,40,20,0,0,2,60,120,2,2,2,2,2,1,2,1,18216,1,40,65400,65400,1143,"No"
21000397,7,501,1,1,1,1,1,1,2,2,8,8,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,3,2,1,6,1993,1,41,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,3,0,3,3,2,1970,2,3,3,4,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,12,12,4,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,180,50,0,0,40,2,270,2,2,2,2,2,1,2,1,14373,1,194,88300,88300,1947,"No"
21000398,5,501,2,1,2,1,0,1,2,2,8,7,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,2,1,1,6,2020,1,44,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,1,0,1,3,1,2000,1,3,1,5,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,40,90,0,0,40,110,280,2,2,2,2,2,1,2,1,15632,1,171,100000,100000,2273,"No"
21000399,4,313,2,1,2,2,0,1,1,2,8,8,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,3,3,1,19740,2,6,2,1,6,2023,1,39,57,3,2,3,0,2,1,0,1,0,0,1,0,0,3,0,2,2,4,233,57,3,2,1,2,3,0,3,NA,1,2010,2,NA,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,12,1,14,14,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,5,5,6,5,150,10,0,0,2,2,160,2,2,2,2,2,1,2,1,24258,1,27,76000,49000,2087,"No"
21000400,4,165,2,1,2,2,0,0,1,2,10,5,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,5,6,2020,4,44,211,0,2,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,3,211,211,1,1,3,6,7,0,2,NA,1,1950,2,NA,1,4,2,1,1,1,2,1,1,1,2,1,1,5,1,1,1,2,4,5,12,1,14,14,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,30,90,0,0,10,4,134,2,2,2,2,2,1,2,1,30217,1,7,50000,50000,1641,"No"
21000402,7,501,2,1,2,1,1,1,1,2,8,10,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2017,4,44,57,0,2,1,0,2,0,1,1,0,1,1,0,0,4,0,2,2,2,106,57,1,2,3,6,7,0,3,4,2,1970,1,1,3,5,3,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,130,120,0,0,2,130,380,2,2,2,2,2,1,2,1,30217,1,169,177250,177250,4247,"No"
21000406,5,196,1,1,2,1,1,0,1,2,6,7,1,1,2,1,2,1,2,4,2,1,4,1,2,2,2,2,3,3,3,1,19740,2,6,2,4,6,2018,1,44,213,0,2,3,0,4,0,0,0,0,0,0,0,0,4,0,2,1,4,213,213,3,1,3,6,7,0,2,NA,1,1960,2,NA,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,4,2,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,130,20,0,0,2,2,150,2,2,2,2,2,1,2,1,30992,1,0,60700,60700,2150,"Yes"
21000408,4,1,1,1,2,2,1,1,1,2,2,1,1,2,2,NA,1,1,2,1,2,1,1,1,1,1,2,1,3,2,3,1,19740,1,4,2,1,2,2019,1,40,57,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,1,0,3,NA,1,1980,2,NA,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,1,12,1,14,14,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,5,5,6,5,30,20,0,0,2,2,50,1,1,1,1,2,1,2,2,15726,2,0,0,0,1950,"Yes"
21000409,7,202,1,1,2,1,1,0,1,2,7,7,2,1,2,1,2,1,1,0,1,1,1,1,2,2,2,2,3,2,3,1,19740,2,3,2,1,6,1966,1,39,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,2,4,2,1960,2,2,2,9,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,90,0,0,0,130,340,2,2,2,2,2,1,2,1,14338,1,233,29000,29000,922,"No"
21000413,5,199,2,1,2,2,1,0,1,2,8,10,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,1,1,6,2023,1,39,57,0,2,7,0,2,1,0,0,0,0,0,0,0,2,0,2,1,4,303,303,3,2,2,1,3,0,2,NA,1,2000,2,NA,1,3,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,5,1,14,14,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,90,0,0,0,4,10,104,2,2,2,2,2,1,2,1,20120,1,30,40000,20000,2134,"No"
21000414,7,465,2,1,2,1,0,1,1,2,7,7,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,1,1,6,2016,1,43,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,4,57,57,3,3,2,1,3,0,1,3,1,1980,2,3,1,6,5,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,60,120,0,0,50,70,300,2,2,2,2,2,1,2,1,20120,1,134,93500,93500,2341,"No"
21000417,7,501,2,1,1,1,0,0,1,2,9,9,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,3,3,3,1,19740,2,6,2,1,6,2013,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,1,3,2,1,3,0,3,3,2,1970,1,2,3,5,4,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,2,1,12,1,11,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,80,0,0,2,30,220,2,2,2,2,2,1,2,1,15591,1,269,180004,180004,6473,"No"
21000418,7,414,2,1,2,1,1,1,1,2,10,10,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,4,1,1,6,2020,1,44,57,0,2,3,0,1,0,0,2,0,0,2,0,0,3,0,2,2,4,57,57,2,3,2,1,3,0,3,3,2,1990,1,1,3,8,3,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,3,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,350,30,0,0,2,50,430,2,2,2,2,2,1,2,1,24145,1,288,100000,100000,3244,"No"
21000421,7,418,2,1,2,1,1,2,1,2,10,8,2,2,2,NA,2,1,1,3,2,1,1,1,2,1,2,2,3,3,3,1,19740,2,3,2,1,6,2019,1,42,57,0,2,7,0,3,2,0,0,0,0,0,0,1,3,0,2,1,2,120,57,2,2,2,1,3,0,2,3,2,2010,1,3,2,6,3,1,1,1,2,1,1,1,1,1,1,1,1,5,2,1,4,1,12,1,14,14,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,5,180,20,0,0,2,80,280,2,2,2,2,1,2,2,1,23442,1,392,98000,36000,1437,"No"
21000422,4,47,2,1,2,2,0,0,2,2,8,8,2,NA,2,1,2,2,2,1,2,1,1,1,2,2,2,2,NA,NA,3,10,19740,1,2,2,5,6,2022,2,34,448,0,2,2,1,1,0,0,0,0,0,1,0,0,2,0,2,1,3,448,448,3,1,2,1,1,0,3,NA,1,1960,2,NA,1,3,2,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,120,0,0,0,2,2,120,2,2,2,2,2,1,2,1,20578,1,0,9600,9600,260,"Yes"
21000424,4,347,2,1,2,1,1,0,2,1,8,8,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,1985,1,41,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,3,NA,1,1980,1,1,3,6,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,4,2,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,70,60,0,0,30,2,160,2,2,2,2,2,1,2,1,14454,1,37,50200,50200,363,"No"
21000425,6,501,2,1,1,1,0,0,1,2,10,10,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,1,1,2,2013,1,39,57,0,2,1,0,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,110,1,2,2,1,1,0,3,2,1,2010,1,1,3,8,4,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,100,100,0,0,50,200,450,2,2,2,1,2,1,2,1,20120,1,252,120000,120000,1110,"Yes"
21000427,5,109,2,1,2,2,1,1,1,1,8,8,1,1,2,NA,1,1,1,1,2,1,1,1,1,2,2,2,3,3,3,1,19740,2,3,2,1,6,2017,1,40,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,163,57,2,2,2,1,3,0,2,NA,1,1990,1,NA,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,60,40,0,0,2,60,160,2,2,2,2,2,1,2,1,14338,1,82,15600,15600,1671,"No"
21000429,8,501,2,1,2,1,0,1,1,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,1,2,1,6,2018,1,45,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,2,57,57,1,3,2,1,3,0,2,3,4,1950,2,1,2,5,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,60,0,0,40,70,260,2,2,2,2,2,1,2,1,20068,1,35,148000,148000,1550,"No"
21000430,6,330,2,1,2,1,0,1,2,2,8,9,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,1997,1,39,57,0,2,1,0,3,0,0,4,0,0,4,0,0,7,1,2,2,2,57,57,1,3,3,6,7,0,3,3,1,1970,2,2,3,6,4,1,1,1,2,1,1,1,1,1,2,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,120,70,0,10,120,2,320,2,2,2,2,1,2,2,1,46347,1,145,152740,152740,2034,"Yes"
21000431,8,NA,2,1,2,1,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,19740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,5,1,1970,2,2,2,5,4,1,1,NA,NA,2,1,1,1,1,1,2,2,4,2,2,3,1,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21000432,9,501,2,1,2,1,1,0,2,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,3,3,3,1,19740,1,1,2,1,6,2023,1,44,57,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,3,57,57,2,3,2,1,1,0,2,5,3,2000,1,1,2,9,4,1,1,1,2,1,1,1,1,1,2,1,3,5,2,2,1,1,1,1,14,14,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,350,140,0,0,160,200,850,2,2,2,2,2,1,2,1,18162,1,320,102400,102400,3181,"No"
21000433,6,501,1,1,2,1,1,0,1,1,8,7,2,1,2,1,2,1,1,3,2,1,2,1,2,2,2,2,3,3,2,1,19740,1,1,2,1,6,2019,1,39,57,0,2,1,0,3,0,0,0,0,0,0,0,0,3,0,2,1,2,57,57,1,3,3,6,7,0,3,NA,1,2000,1,NA,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,80,50,0,0,2,2,130,2,2,2,2,2,1,2,1,23307,1,97,155800,155800,2157,"No"
21000434,5,501,2,1,2,1,1,0,2,2,4,8,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,1,2019,1,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,3,0,2,NA,1,2010,2,NA,2,5,2,1,2,1,1,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,3,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,2,6,5,90,10,0,0,100,100,300,2,2,2,2,2,1,2,2,15632,1,13,115000,115000,2513,"No"
21000435,3,423,2,1,2,2,0,1,2,2,7,7,2,1,2,NA,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,2,6,2,1,6,2023,5,44,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,4,57,57,1,3,2,1,3,0,3,NA,1,1970,2,NA,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,60,0,0,0,20,20,100,2,2,2,2,2,1,2,1,15591,1,46,66000,66000,1746,"No"
21000437,8,501,2,1,2,1,0,0,1,2,10,10,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,3,3,1,19740,1,1,2,1,6,1988,1,44,57,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,1,0,2,3,3,1970,2,2,2,8,4,1,1,1,2,1,1,1,1,1,2,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,140,0,0,50,50,320,2,2,2,2,2,1,2,1,18114,1,115,427200,427200,660,"No"
21000439,8,501,2,1,2,1,1,0,2,2,9,5,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,4,2,1,2,2018,1,40,57,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,2,1,4,57,57,2,3,2,1,1,0,3,3,2,1970,2,2,3,5,4,1,1,1,2,1,1,1,1,1,2,2,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,30,50,0,0,70,100,250,2,2,2,2,2,1,2,1,15553,1,125,106900,106900,711,"Yes"
21000440,8,501,2,1,1,1,1,0,2,2,8,7,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,1984,1,46,57,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,3,1,3,3,2,1980,1,2,3,8,4,1,1,1,2,1,1,1,1,1,1,2,1,4,2,2,2,1,12,1,7,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,100,40,0,0,2,90,230,2,2,2,2,2,1,2,1,18114,1,333,104800,104800,967,"Yes"
21000441,2,331,1,1,2,2,0,0,2,1,8,8,2,1,2,NA,2,1,1,2,2,1,NA,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,2021,1,41,57,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,2,1,4,57,57,1,3,NA,NA,NA,0,3,NA,0,2000,1,NA,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,12,3,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,90,10,0,0,2,2,100,2,2,2,2,2,1,2,1,18114,1,39,60000,60000,1076,"No"
21000444,5,395,2,1,2,1,0,1,1,2,8,8,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,6,2,1,6,2018,1,44,57,2,2,2,0,2,1,2,0,0,2,0,0,0,4,0,2,2,2,57,57,1,3,2,1,1,0,1,3,1,2010,1,4,1,4,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,250,0,0,2,100,460,2,2,2,2,2,1,2,1,30391,1,94,120004,75004,2189,"No"
21000445,9,501,2,1,2,1,1,1,1,2,8,8,2,NA,NA,NA,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,19740,1,1,2,1,6,1999,1,39,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,1,3,2,1,1,0,2,6,2,1990,1,1,2,8,5,1,1,1,2,2,1,1,1,1,2,1,2,5,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,120,0,0,3,3,240,2,2,2,2,2,1,2,1,20120,1,202,150000,150000,964,"No"
21000448,6,501,2,1,2,1,0,0,1,2,7,6,1,NA,2,1,2,1,1,2,2,1,1,1,2,1,2,2,1,3,2,1,19740,2,1,2,1,6,2020,2,44,57,0,2,1,0,2,0,1,0,0,1,0,0,0,3,0,2,2,4,57,57,1,3,2,1,3,0,3,2,2,2000,1,2,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,4,2,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,80,0,0,2,60,230,2,2,2,2,2,1,2,1,24258,1,216,216500,216500,2754,"No"
21000450,8,224,2,1,2,1,1,1,1,2,9,10,2,NA,2,1,2,1,2,4,2,1,1,1,2,1,2,2,3,3,3,2,19740,1,1,1,5,6,2017,1,39,303,0,2,1,0,4,0,0,1,0,0,1,0,0,5,2,2,2,2,303,303,3,1,2,1,1,0,2,3,2,1960,2,1,2,NA,4,1,1,1,2,1,1,1,1,1,1,2,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,70,80,0,0,50,140,340,2,2,2,2,2,1,2,1,37918,1,0,85000,85000,2340,"No"
21000452,9,501,2,1,1,1,0,0,2,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,3,3,3,1,19740,1,1,2,1,6,2017,1,44,57,0,2,1,0,2,0,1,2,0,1,2,0,0,5,0,2,2,4,57,57,1,3,2,1,1,0,3,3,3,1980,1,1,3,8,5,1,1,1,2,1,1,1,1,1,1,1,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,170,130,0,0,2,130,430,2,2,2,2,2,1,2,1,35858,1,339,535000,535000,2646,"No"
